p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,
1.29E-81,2.533507749,0.573,0.018,7,Rrad,,,,,,,,,
3.11E-189,2.45235202,0.992,0.433,7,Tpm1,,,,,,,,,
1.82E-89,2.439889464,0.634,0.052,7,Cnn1,,,,,,,,,
2.13E-49,2.354308522,0.351,0.033,7,Rgs5,,,,,,,,,
3.71E-114,2.337893342,0.87,0.139,7,Mylk,,,,,,,,,
7.51E-101,2.336037081,0.71,0.028,7,Pcp4l1,,,,,,,,,
5.32E-98,2.303648572,0.603,0.026,7,Sorbs2,,,,,,,,,
4.63E-101,2.298724199,0.756,0.074,7,Tinagl1,,,,,,,,,
1.73E-96,2.276650288,0.595,0.015,7,Mcam,,,,,,,,,
1.19E-100,2.24661954,0.649,0.02,7,Sncg,,,,,,,,,
2.78E-175,2.245667883,1,0.668,7,Crip1,,,,,,,,,
1.31E-130,2.240664679,0.908,0.2,7,Mustn1,,,,,,,,,
4.27E-86,2.226226707,0.58,0.016,7,Des,,,,,,,,,
3.25E-95,2.183414582,0.542,0.003,7,Rgs4,,,,,,,,,
3.95E-82,2.121274457,0.656,0.079,7,Smtn,,,,,,,,,
2.61E-86,2.083785622,0.687,0.081,7,Actn1,,,,,,,,,
3.22E-52,2.026843747,0.382,0.011,7,Rasd1,,,,,,,,,
6.87E-114,2.024716231,0.87,0.273,7,Mfge8,,,,,,,,,
5.63E-85,1.982558911,0.763,0.164,7,Flna,,,,,,,,,
2.67E-59,1.965530856,0.534,0.058,7,Serpine2,,,,,,,,,
4.62E-78,1.963605076,0.534,0.013,7,Lmod1,,,,,,,,,
1.35E-81,1.951037026,0.649,0.139,7,Ptp4a3,,,,,,,,,
2.41E-84,1.915562441,0.771,0.177,7,Bcam,,,,,,,,,
2.12E-75,1.906221454,0.748,0.172,7,Ckb,,,,,,,,,
1.68E-61,1.880567771,0.649,0.154,7,Ppp1r15a,,,,,,,,,
4.25E-66,1.874047064,0.473,0.018,7,Rcan2,,,,,,,,,
3.61E-67,1.863807273,0.641,0.092,7,Palld,,,,,,,,,
1.18E-73,1.859977174,0.664,0.106,7,Ppp1r12a,,,,,,,,,
5.32E-55,1.842017854,0.466,0.031,7,Gm13889,,,,,,,,,
2.06E-69,1.824585828,0.649,0.15,7,Csrp1,,,,,,,,,
2.82E-181,1.811701671,0.992,0.728,7,Myl6,,,,,,,,,
7.45E-42,1.799190878,0.511,0.096,7,Gadd45b,,,,,,,,,
2.57E-44,1.765197337,0.389,0.054,7,Errfi1,,,,,,,,,
1.51E-73,1.761422243,0.802,0.231,7,Cald1,,,,,,,,,
3.91E-66,1.753361259,0.435,0.007,7,Gja4,,,,,,,,,
1.17E-54,1.750523963,0.366,0.007,7,Nrip2,,,,,,,,,
8.36E-42,1.734446153,0.489,0.06,7,Actg2,,,,,,,,,
1.63E-62,1.729311819,0.382,0.01,7,Tesc,,,,,,,,,
1.21E-71,1.725685883,0.672,0.181,7,Col18a1,,,,,,,,,
5.35E-61,1.721989027,0.58,0.16,7,Cpe,,,,,,,,,
3.09E-34,1.718941313,0.389,0.077,7,Klf2,,,,,,,,,
5.58E-60,1.71696866,0.481,0.018,7,Ramp1,,,,,,,,,
6.28E-64,1.706157472,0.763,0.27,7,Tsc22d1,,,,,,,,,
1.60E-53,1.694905286,0.702,0.204,7,Nr4a1,,,,,,,,,
2.05E-54,1.692670069,0.374,0.008,7,Gm13861,,,,,,,,,
1.58E-57,1.678568171,0.458,0.026,7,Pdlim3,,,,,,,,,
2.01E-60,1.665405854,0.641,0.143,7,Pls3,,,,,,,,,
2.10E-52,1.655652499,0.595,0.229,7,Fhl1,,,,,,,,,
5.17E-44,1.611182828,0.321,0.01,7,Fbxl22,,,,,,,,,
4.98E-58,1.607713432,0.489,0.113,7,Trp53i11,,,,,,,,,
1.78E-61,1.606774644,0.366,0.008,7,Rgs7bp,,,,,,,,,
3.17E-53,1.605772853,0.344,0.004,7,Hspb2,,,,,,,,,
5.55E-50,1.599271479,0.695,0.137,7,Tm4sf1,,,,,,,,,
2.32E-44,1.583764916,0.366,0.046,7,Lbh,,,,,,,,,
3.27E-38,1.582965717,0.252,0.007,7,Pcp4,,,,,,,,,
9.79E-54,1.570195261,0.321,0.003,7,P2rx1,,,,,,,,,
4.41E-50,1.559719416,0.374,0.012,7,S1pr3,,,,,,,,,
1.07E-46,1.547317221,0.321,0.006,7,Aoc3,,,,,,,,,
4.18E-49,1.544752997,0.565,0.093,7,Cryab,,,,,,,,,
1.87E-45,1.534694004,0.473,0.085,7,Mob2,,,,,,,,,
2.23E-66,1.511445813,0.977,0.509,7,Sparcl1,,,,,,,,,
3.25E-40,1.507611417,0.511,0.128,7,Ppp1r14a,,,,,,,,,
4.74E-50,1.506543556,0.702,0.386,7,Btg2,,,,,,,,,
6.46E-27,1.457004868,0.427,0.122,7,Adamts1,,,,,,,,,
4.35E-50,1.44493255,0.305,0.002,7,Itga8,,,,,,,,,
2.27E-46,1.444926453,0.282,0.001,7,Itga7,,,,,,,,,
2.70E-50,1.443617342,0.817,0.282,7,Cav1,,,,,,,,,
8.95E-51,1.44275081,0.313,0.002,7,Rasl12,,,,,,,,,
1.62E-43,1.433480859,0.374,0.019,7,Rbpms2,,,,,,,,,
1.91E-91,1.423945819,1,0.871,7,Igfbp7,,,,,,,,,
3.75E-37,1.415813976,0.389,0.047,7,Pdgfa,,,,,,,,,
2.31E-43,1.408022412,0.298,0.005,7,Atp1b2,,,,,,,,,
1.51E-46,1.394671127,0.282,0.001,7,Olfr558,,,,,,,,,
1.83E-65,1.363197106,0.977,0.776,7,Fos,,,,,,,,,
2.28E-35,1.360162869,0.534,0.21,7,Gng11,,,,,,,,,
7.82E-45,1.355386108,0.489,0.128,7,Msrb1,,,,,,,,,
2.02E-30,1.350568902,0.359,0.049,7,Nrep,,,,,,,,,
1.30E-42,1.347285445,0.504,0.179,7,Pbxip1,,,,,,,,,
1.32E-51,1.335036818,0.893,0.653,7,Junb,,,,,,,,,
4.62E-44,1.332677599,0.847,0.553,7,Zfp36,,,,,,,,,
1.59E-34,1.332014928,0.26,0.008,7,Cox4i2,,,,,,,,,
5.88E-35,1.328619702,0.298,0.013,7,Nexn,,,,,,,,,
4.06E-28,1.324001664,0.466,0.101,7,Wfdc1,,,,,,,,,
1.00E-36,1.317262967,0.443,0.144,7,Uba2,,,,,,,,,
4.42E-54,1.314900416,0.618,0.32,7,Dstn,,,,,,,,,
4.40E-36,1.313551974,0.527,0.237,7,Rhob,,,,,,,,,
1.40E-42,1.308652636,0.275,0.005,7,Slc2a4,,,,,,,,,
1.66E-27,1.299192058,0.649,0.252,7,Atf3,,,,,,,,,
7.87E-35,1.289059499,0.313,0.026,7,Ppp1r12b,,,,,,,,,
2.38E-37,1.286510408,0.496,0.173,7,Rbpms,,,,,,,,,
2.75E-30,1.283627246,0.336,0.049,7,Stom,,,,,,,,,
1.28E-30,1.271056871,0.336,0.051,7,Hacd1,,,,,,,,,
3.22E-33,1.267216367,0.298,0.02,7,Dmpk,,,,,,,,,
3.38E-41,1.260809625,0.595,0.32,7,Tuba1c,,,,,,,,,
2.67E-30,1.259045457,0.374,0.125,7,Emd,,,,,,,,,
9.42E-36,1.244362976,0.267,0.008,7,Rasgrp2,,,,,,,,,
1.83E-26,1.242064444,0.275,0.018,7,Mef2c,,,,,,,,,
9.03E-33,1.217382975,0.443,0.146,7,Pdlim7,,,,,,,,,
2.28E-55,1.210922072,0.809,0.535,7,Calm2,,,,,,,,,
1.62E-28,1.20300849,0.267,0.015,7,Aspn,,,,,,,,,
6.84E-30,1.19436706,0.298,0.031,7,Filip1l,,,,,,,,,
2.85E-24,1.19339072,0.282,0.034,7,Nkd1,,,,,,,,,
7.81E-31,1.193082551,0.29,0.05,7,Camk2g,,,,,,,,,
1.62E-39,1.184454892,0.252,0.002,7,Map3k7cl,,,,,,,,,
8.54E-32,1.175688975,0.214,0.008,7,Foxs1,,,,,,,,,
2.92E-41,1.173906424,0.611,0.32,7,Ppp1cb,,,,,,,,,
1.14E-32,1.173450285,0.244,0.018,7,Notch3,,,,,,,,,
4.81E-44,1.17001639,0.71,0.396,7,Actn4,,,,,,,,,
7.10E-33,1.16699019,0.229,0.003,7,Kcnmb1,,,,,,,,,
3.95E-23,1.166081351,0.229,0.014,7,Cpxm2,,,,,,,,,
1.99E-24,1.164798154,0.305,0.04,7,Ltbp1,,,,,,,,,
2.45E-25,1.164073684,0.282,0.028,7,Gucy1b3,,,,,,,,,
1.96E-37,1.160772701,0.221,0.001,7,Susd5,,,,,,,,,
5.06E-40,1.160154816,0.267,0.005,7,Sh3bgr,,,,,,,,,
1.39E-26,1.157360051,0.511,0.199,7,Klf9,,,,,,,,,
6.51E-21,1.157057448,0.221,0.023,7,Amigo2,,,,,,,,,
2.29E-41,1.155522792,0.664,0.346,7,Prkar1a,,,,,,,,,
8.58E-23,1.148470795,0.55,0.207,7,Col4a2,,,,,,,,,
3.62E-21,1.144861989,0.305,0.067,7,Adamts5,,,,,,,,,
7.48E-21,1.142056525,0.198,0.059,7,Ndufa4l2,,,,,,,,,
6.37E-23,1.138913978,0.267,0.052,7,Thbs1,,,,,,,,,
8.42E-34,1.133335329,0.229,0.005,7,Cspg4,,,,,,,,,
1.65E-35,1.131191001,0.771,0.286,7,Eln,,,,,,,,,
5.85E-34,1.119530475,0.26,0.009,7,Tspan2,,,,,,,,,
2.56E-20,1.116652009,0.473,0.161,7,Sod3,,,,,,,,,
1.15E-25,1.109576319,0.344,0.143,7,Mrps6,,,,,,,,,
1.52E-13,1.101751191,0.374,0.18,7,Cyr61,,,,,,,,,
1.63E-21,1.101299077,0.214,0.027,7,Pgf,,,,,,,,,
3.68E-34,1.098363792,0.214,0.001,7,Kcnab1,,,,,,,,,
3.76E-22,1.089928359,0.389,0.159,7,Rap1a,,,,,,,,,
5.40E-15,1.089413107,0.412,0.2,7,Cebpd,,,,,,,,,
2.52E-19,1.071019232,0.168,0.021,7,Olfml2a,,,,,,,,,
2.08E-20,1.068810996,0.29,0.056,7,Epas1,,,,,,,,,
1.94E-19,1.060645179,0.237,0.047,7,4930523C07Rik,,,,,,,,,
3.86E-16,1.060532316,0.618,0.315,7,Gadd45g,,,,,,,,,
1.13E-30,1.05960919,0.504,0.253,7,Sh3bgrl,,,,,,,,,
8.29E-34,1.051991574,0.191,0,7,Grip2,,,,,,,,,
4.55E-22,1.049342245,0.229,0.02,7,Itpk1,,,,,,,,,
1.44E-19,1.044106053,0.313,0.072,7,Tns1,,,,,,,,,
4.99E-23,1.04032664,0.214,0.014,7,Hspb6,,,,,,,,,
1.82E-32,1.037235969,0.771,0.335,7,Prkcdbp,,,,,,,,,
4.67E-36,1.025262792,0.901,0.617,7,Hspb1,,,,,,,,,
4.52E-19,1.018577082,0.359,0.123,7,2310022B05Rik,,,,,,,,,
1.78E-22,1.016639498,0.458,0.205,7,Oaz2,,,,,,,,,
1.55E-19,1.004134613,0.244,0.065,7,Gm5526,,,,,,,,,
1.01E-38,1.003865663,0.786,0.502,7,Slc25a4,,,,,,,,,
6.42E-20,1.002200303,0.382,0.126,7,Lamb2,,,,,,,,,
3.69E-14,0.997521977,0.244,0.045,7,Gucy1a3,,,,,,,,,
3.43E-24,0.995097161,0.16,0.003,7,Mrvi1,,,,,,,,,
3.77E-26,0.993816561,0.191,0.005,7,Speg,,,,,,,,,
1.42E-15,0.992979155,0.16,0.012,7,Pde3a,,,,,,,,,
4.36E-12,0.989078551,0.328,0.135,7,S100a4,,,,,,,,,
5.68E-19,0.985774179,0.458,0.201,7,Ptrf,,,,,,,,,
5.66E-25,0.981708974,0.267,0.04,7,Ccdc3,,,,,,,,,
1.77E-19,0.979424229,0.26,0.052,7,Slmap,,,,,,,,,
4.05E-45,0.978875223,0.84,0.69,7,mt-Nd5,,,,,,,,,
6.57E-26,0.974418042,0.542,0.343,7,Map1lc3a,,,,,,,,,
2.93E-16,0.968606594,0.282,0.069,7,Fermt2,,,,,,,,,
3.10E-18,0.962739258,0.282,0.127,7,Mapre2,,,,,,,,,
2.02E-21,0.949077824,0.336,0.066,7,Esam,,,,,,,,,
1.92E-20,0.943220019,0.267,0.11,7,Ccdc107,,,,,,,,,
7.52E-24,0.934656281,0.176,0.007,7,Synpo2,,,,,,,,,
1.57E-21,0.92974098,0.45,0.239,7,Ilk,,,,,,,,,
5.59E-21,0.925716411,0.191,0.011,7,AI838599,,,,,,,,,
3.49E-21,0.922251147,0.58,0.465,7,Id2,,,,,,,,,
1.11E-13,0.917163049,0.336,0.115,7,Tgfb1i1,,,,,,,,,
3.20E-14,0.914507817,0.427,0.222,7,Fosb,,,,,,,,,
5.05E-17,0.913398161,0.55,0.302,7,Csrp2,,,,,,,,,
8.29E-26,0.913387913,0.168,0.002,7,Pgam2,,,,,,,,,
4.98E-22,0.910255582,0.71,0.369,7,Fxyd1,,,,,,,,,
4.74E-25,0.907485481,0.847,0.554,7,Vim,,,,,,,,,
1.43E-19,0.906267131,0.153,0.006,7,Atp2a3,,,,,,,,,
1.12E-19,0.904568837,0.206,0.013,7,Rcsd1,,,,,,,,,
5.50E-19,0.901779899,0.229,0.081,7,2900026A02Rik,,,,,,,,,
4.34E-20,0.901687102,0.718,0.455,7,Egr1,,,,,,,,,
2.21E-14,0.898027679,0.176,0.057,7,Hdac5,,,,,,,,,
3.96E-15,0.889539538,0.252,0.112,7,Net1,,,,,,,,,
2.19E-18,0.887684877,0.206,0.037,7,Lgalsl,,,,,,,,,
2.01E-20,0.886095626,0.191,0.012,7,Npnt,,,,,,,,,
6.28E-13,0.879285518,0.198,0.041,7,Mrgprf,,,,,,,,,
3.58E-11,0.877683809,0.275,0.089,7,Pdgfrb,,,,,,,,,
4.01E-18,0.875443347,0.176,0.012,7,Synm,,,,,,,,,
2.37E-13,0.867538897,0.305,0.117,7,Clic4,,,,,,,,,
6.98E-12,0.86096709,0.206,0.042,7,Lims2,,,,,,,,,
2.91E-16,0.854505863,0.282,0.111,7,Lpp,,,,,,,,,
3.78E-14,0.849914171,0.26,0.12,7,Ets2,,,,,,,,,
1.92E-17,0.84364847,0.282,0.123,7,Rasl11b,,,,,,,,,
1.73E-20,0.843013205,0.16,0.004,7,Hspb7,,,,,,,,,
7.09E-21,0.839511014,0.779,0.601,7,Jun,,,,,,,,,
1.91E-14,0.833806846,0.16,0.014,7,Ntf3,,,,,,,,,
5.59E-43,0.830851954,0.985,0.879,7,mt-Co1,,,,,,,,,
2.54E-18,0.825730506,0.786,0.559,7,Id3,,,,,,,,,
1.09E-19,0.822979588,0.305,0.172,7,Cav2,,,,,,,,,
9.27E-16,0.82219948,0.305,0.169,7,Vasp,,,,,,,,,
8.23E-19,0.810339946,0.618,0.504,7,Ier2,,,,,,,,,
1.65E-11,0.80784881,0.237,0.096,7,2010111I01Rik,,,,,,,,,
1.57E-14,0.80733023,0.191,0.031,7,Tgfb2,,,,,,,,,
7.43E-15,0.800574272,0.275,0.164,7,Parm1,,,,,,,,,
1.16E-13,0.795306345,0.206,0.04,7,Zc2hc1a,,,,,,,,,
2.33E-15,0.78333388,0.466,0.295,7,2810428I15Rik,,,,,,,,,
1.26E-11,0.778301312,0.16,0.027,7,Susd2,,,,,,,,,
6.56E-29,0.778270887,0.855,0.722,7,Actb,,,,,,,,,
6.93E-13,0.776024369,0.16,0.026,7,Fgf1,,,,,,,,,
1.01E-11,0.775841433,0.191,0.029,7,Cdh13,,,,,,,,,
1.79E-17,0.771392842,0.664,0.48,7,Dynll1,,,,,,,,,
1.36E-13,0.768664218,0.221,0.09,7,Nr2f2,,,,,,,,,
1.78E-12,0.76544325,0.206,0.116,7,Lxn,,,,,,,,,
1.47E-12,0.760335944,0.389,0.228,7,Cbx6,,,,,,,,,
6.87E-09,0.756767613,0.191,0.072,7,Vcl,,,,,,,,,
1.14E-18,0.754451277,0.588,0.418,7,Ptms,,,,,,,,,
3.12E-15,0.752891569,0.634,0.488,7,Dusp1,,,,,,,,,
1.08E-14,0.751514402,0.168,0.014,7,Jph2,,,,,,,,,
1.24E-13,0.749749086,0.16,0.014,7,Heyl,,,,,,,,,
4.30E-17,0.74662739,0.412,0.304,7,Sdhc,,,,,,,,,
2.38E-12,0.746096275,0.267,0.133,7,Limd1,,,,,,,,,
3.19E-12,0.742059169,0.16,0.02,7,Arhgef17,,,,,,,,,
1.60E-08,0.739651972,0.229,0.064,7,Trim47,,,,,,,,,
2.55E-11,0.736693954,0.282,0.133,7,Hsp25-ps1,,,,,,,,,
4.43E-07,0.736227356,0.405,0.23,7,Socs3,,,,,,,,,
5.89E-11,0.733727279,0.153,0.024,7,Phldb2,,,,,,,,,
1.30E-09,0.731386382,0.412,0.202,7,Cnn2,,,,,,,,,
5.94E-18,0.731036313,0.511,0.395,7,Ywhaq,,,,,,,,,
2.92E-11,0.724870951,0.16,0.031,7,Tmem38b,,,,,,,,,
2.85E-14,0.721838275,0.313,0.197,7,Cd82,,,,,,,,,
2.32E-18,0.71975699,0.656,0.486,7,Crip2,,,,,,,,,
2.88E-12,0.716355391,0.191,0.118,7,Mprip,,,,,,,,,
1.16E-11,0.714869575,0.313,0.157,7,Ehd2,,,,,,,,,
2.46E-11,0.713799533,0.229,0.102,7,Cdc42ep3,,,,,,,,,
1.05E-10,0.699064731,0.168,0.063,7,Plekha2,,,,,,,,,
5.34E-09,0.694978296,0.237,0.081,7,Lrrc32,,,,,,,,,
3.02E-10,0.690679475,0.176,0.101,7,Ift43,,,,,,,,,
8.73E-10,0.688778123,0.16,0.026,7,Ccrl2,,,,,,,,,
5.37E-18,0.685713307,0.626,0.512,7,Cyb5r3,,,,,,,,,
1.25E-13,0.682530401,0.511,0.362,7,Serinc3,,,,,,,,,
1.23E-11,0.681560936,0.534,0.396,7,Hes1,,,,,,,,,
1.04E-14,0.678997454,0.42,0.307,7,Cd151,,,,,,,,,
9.75E-14,0.678658184,0.267,0.133,7,Bnip2,,,,,,,,,
4.81E-08,0.676263145,0.168,0.062,7,Pkig,,,,,,,,,
1.22E-10,0.675311432,0.534,0.334,7,Ndrg2,,,,,,,,,
2.28E-06,0.670481572,0.221,0.085,7,Tgfb3,,,,,,,,,
9.12E-09,0.669499314,0.244,0.121,7,Thra,,,,,,,,,
1.59E-09,0.66903221,0.176,0.064,7,Csrnp1,,,,,,,,,
2.09E-11,0.667369395,0.313,0.222,7,Ccnd2,,,,,,,,,
5.33E-10,0.664417845,0.374,0.277,7,Calm3,,,,,,,,,
1.65E-06,0.663949593,0.252,0.105,7,Msn,,,,,,,,,
2.07E-07,0.661964957,0.252,0.127,7,Ifi27,,,,,,,,,
8.17E-10,0.651952769,0.313,0.19,7,Spop,,,,,,,,,
2.15E-07,0.650547837,0.252,0.096,7,Fstl3,,,,,,,,,
1.78E-08,0.648515607,0.16,0.054,7,Bace1,,,,,,,,,
7.67E-10,0.646901496,0.214,0.095,7,Fzd7,,,,,,,,,
3.18E-07,0.646015424,0.168,0.038,7,Ebf1,,,,,,,,,
9.78E-11,0.645639008,0.214,0.113,7,Blmh,,,,,,,,,
5.92E-11,0.642866996,0.427,0.253,7,Clu,,,,,,,,,
5.06E-06,0.641743589,0.214,0.09,7,Lox,,,,,,,,,
1.51E-11,0.640978876,0.435,0.291,7,Itgb1,,,,,,,,,
1.97E-08,0.639672519,0.275,0.133,7,Camk1,,,,,,,,,
3.13E-07,0.635656374,0.214,0.102,7,Tln1,,,,,,,,,
3.96E-09,0.634394471,0.16,0.038,7,Lama5,,,,,,,,,
6.49E-09,0.63329369,0.214,0.153,7,Atp2a2,,,,,,,,,
2.89E-10,0.633067802,0.473,0.255,7,Col4a1,,,,,,,,,
5.68E-10,0.626995684,0.366,0.217,7,Snhg18,,,,,,,,,
6.33E-06,0.623170376,0.214,0.125,7,Atp2b1,,,,,,,,,
8.22E-09,0.622043604,0.237,0.159,7,Dctn6,,,,,,,,,
3.11E-08,0.619747181,0.176,0.056,7,Rras,,,,,,,,,
1.76E-09,0.619601489,0.282,0.166,7,Rsu1,,,,,,,,,
6.63E-12,0.61744481,0.191,0.096,7,Cap1,,,,,,,,,
1.32E-10,0.616953409,0.252,0.154,7,Kif5b,,,,,,,,,
1.66E-14,0.60871033,0.664,0.337,7,Timp3,,,,,,,,,
3.52E-07,0.606679667,0.168,0.076,7,Prkag2,,,,,,,,,
6.96E-09,0.604834635,0.252,0.152,7,Zcrb1,,,,,,,,,
5.04E-19,0.602610802,0.779,0.66,7,Cox6a1,,,,,,,,,
1.33E-09,0.601221709,0.252,0.187,7,Iscu,,,,,,,,,
3.36E-11,0.600075884,0.168,0.09,7,Tmem51,,,,,,,,,
3.56E-20,0.598333744,0.847,0.735,7,Cox6c,,,,,,,,,
4.07E-09,0.596489886,0.214,0.111,7,Hif1a,,,,,,,,,
3.21E-09,0.59643351,0.45,0.322,7,Lmna,,,,,,,,,
1.35E-07,0.59497384,0.198,0.101,7,Vamp2,,,,,,,,,
6.88E-08,0.594867555,0.214,0.059,7,Grem2,,,,,,,,,
1.42E-11,0.593059263,0.275,0.193,7,Aco2,,,,,,,,,
2.43E-09,0.589040933,0.573,0.311,7,Prss23,,,,,,,,,
3.24E-07,0.584700375,0.328,0.223,7,Oxct1,,,,,,,,,
1.39E-07,0.583783762,0.191,0.115,7,Ifrd1,,,,,,,,,
3.16E-07,0.583536086,0.16,0.075,7,Pdlim5,,,,,,,,,
1.17E-11,0.58259835,0.29,0.218,7,Hmgn3,,,,,,,,,
7.13E-10,0.580168645,0.244,0.188,7,Cs,,,,,,,,,
1.41E-07,0.575093389,0.206,0.072,7,Dpysl3,,,,,,,,,
5.48E-09,0.57417492,0.328,0.229,7,Jund,,,,,,,,,
1.18E-08,0.573065515,0.244,0.11,7,Myo1c,,,,,,,,,
1.03E-09,0.571610459,0.336,0.248,7,Nptn,,,,,,,,,
3.16E-08,0.570108665,0.298,0.211,7,Pdlim1,,,,,,,,,
2.92E-06,0.568941903,0.198,0.089,7,Arhgef25,,,,,,,,,
2.54E-07,0.562528422,0.16,0.089,7,Isyna1,,,,,,,,,
4.03E-10,0.562524908,0.214,0.149,7,Acadm,,,,,,,,,
1.19E-08,0.559386635,0.237,0.143,7,Dag1,,,,,,,,,
1.56E-12,0.558994766,0.267,0.211,7,Syngr2,,,,,,,,,
1.61E-06,0.558939307,0.267,0.183,7,Pnrc1,,,,,,,,,
4.56E-15,0.557758863,0.718,0.61,7,Atp5b,,,,,,,,,
7.51E-06,0.555707418,0.153,0.038,7,Entpd1,,,,,,,,,
1.81E-05,0.554383503,0.229,0.165,7,Ddit4,,,,,,,,,
9.17E-14,0.547188414,0.817,0.691,7,Cox8a,,,,,,,,,
1.20E-08,0.544536288,0.298,0.236,7,Rnf187,,,,,,,,,
9.95E-07,0.54426455,0.267,0.15,7,Klc1,,,,,,,,,
4.71E-08,0.540987298,0.221,0.126,7,Cyth3,,,,,,,,,
3.72E-10,0.533846373,0.481,0.391,7,Gm2830,,,,,,,,,
4.30E-14,0.532857507,0.649,0.597,7,mt-Rnr1,,,,,,,,,
2.24E-07,0.532467426,0.153,0.078,7,Mafk,,,,,,,,,
1.75E-06,0.529448116,0.206,0.133,7,Dek,,,,,,,,,
2.61E-06,0.525917577,0.366,0.27,7,Ier3,,,,,,,,,
9.37E-05,0.51984446,0.168,0.081,7,Jam3,,,,,,,,,
2.00E-08,0.517272946,0.206,0.149,7,Fam104a,,,,,,,,,
2.01E-08,0.515318238,0.267,0.184,7,Higd1a,,,,,,,,,
4.33E-11,0.513908171,0.55,0.49,7,Dynlrb1,,,,,,,,,
4.02E-05,0.512381876,0.206,0.133,7,Dtx3,,,,,,,,,
2.89E-05,0.51169324,0.229,0.165,7,Iqgap1,,,,,,,,,
4.24E-06,0.506975131,0.214,0.141,7,Elovl5,,,,,,,,,
1.40E-05,0.503041275,0.176,0.118,7,Tnfrsf12a,,,,,,,,,
1.55E-09,0.497957568,0.305,0.244,7,Wdr1,,,,,,,,,
1.89E-06,0.495101834,0.176,0.113,7,Fam96b,,,,,,,,,
2.21E-08,0.494316685,0.382,0.322,7,Banf1,,,,,,,,,
2.86E-05,0.489143357,0.214,0.123,7,Kctd10,,,,,,,,,
5.16E-10,0.487875623,0.321,0.259,7,Ndufab1,,,,,,,,,
2.27E-10,0.483309844,0.443,0.385,7,Nedd8,,,,,,,,,
3.77E-07,0.483165584,0.153,0.087,7,Endod1,,,,,,,,,
1.35E-05,0.480771387,0.16,0.08,7,Insig2,,,,,,,,,
1.54E-10,0.475682683,0.557,0.33,7,Crispld2,,,,,,,,,
8.97E-11,0.471565625,0.336,0.281,7,Psmc3,,,,,,,,,
0.000341231,0.465473158,0.191,0.114,7,Ehd1,,,,,,,,,
3.53E-16,0.458608511,0.893,0.65,7,Lgals1,,,,,,,,,
7.44E-11,0.455941755,0.511,0.46,7,Ndufb9,,,,,,,,,
7.88E-05,0.450755937,0.168,0.085,7,Fez2,,,,,,,,,
0.00010324,0.448437515,0.458,0.31,7,Lhfp,,,,,,,,,
4.40E-06,0.437620613,0.16,0.098,7,Idh2,,,,,,,,,
3.03E-08,0.437047869,0.504,0.445,7,mt-Nd3,,,,,,,,,
1.96E-06,0.421775388,0.214,0.162,7,2210013O21Rik,,,,,,,,,
1.61E-09,0.420923781,0.229,0.178,7,Mat2a,,,,,,,,,
5.93E-05,0.420329788,0.183,0.117,7,Tmem43,,,,,,,,,
3.53E-07,0.418116837,0.84,0.765,7,Ubc,,,,,,,,,
0.000743668,0.412518045,0.176,0.091,7,Col4a5,,,,,,,,,
2.05E-05,0.40914867,0.26,0.208,7,Litaf,,,,,,,,,
0.000101825,0.408480766,0.183,0.131,7,Spr,,,,,,,,,
1.16E-06,0.403564951,0.198,0.136,7,Pcmt1,,,,,,,,,
7.46E-105,3.222106361,0.938,0.062,8,Aqp1,,Vascular endothelial cell,,,,,,,
3.94E-99,3.038899893,0.775,0.015,8,Lrg1,,,,,,,,,
4.97E-102,2.830790441,0.912,0.027,8,Plvap,,,,,,,,,
6.30E-69,2.616492703,0.712,0.026,8,Ctla2a,,,,,,,,,
4.74E-78,2.353477041,0.8,0.023,8,Egfl7,,,,,,,,,
8.64E-77,2.296953508,0.738,0.017,8,Emcn,,,,,,,,,
3.58E-65,2.295150846,0.612,0.016,8,Ackr1,,,,,,,,,
6.11E-71,2.240509015,0.812,0.057,8,Esam,,,,,,,,,
7.95E-64,2.215552063,0.788,0.085,8,Cd200,,,,,,,,,
7.86E-64,2.194624693,0.65,0.015,8,Pecam1,,,,,,,,,
6.20E-111,2.187748276,0.975,0.62,8,Hspb1,,,,,,,,,
1.88E-50,2.138916874,0.6,0.05,8,Procr,,,,,,,,,
6.83E-57,2.073810262,0.762,0.246,8,Clu,,,,,,,,,
1.06E-56,2.020628579,0.538,0.006,8,Tmem252,,,,,,,,,
1.98E-59,2.016756509,0.612,0.014,8,Mmrn2,,,,,,,,,
2.47E-58,2.005346111,0.812,0.138,8,Ramp2,,,,,,,,,
9.22E-54,1.997727306,0.5,0.007,8,Vwf,,,,,,,,,
2.21E-51,1.96597126,0.562,0.017,8,Ecscr,,,,,,,,,
1.48E-44,1.962249522,0.712,0.261,8,Ier3,,,,,,,,,
2.92E-36,1.857953923,0.462,0.025,8,Fgl2,,,,,,,,,
1.49E-55,1.856457413,0.512,0.005,8,Grrp1,,,,,,,,,
3.35E-35,1.849333614,0.412,0.033,8,Rcan1,,,,,,,,,
2.50E-41,1.847181343,0.588,0.059,8,Jam2,,,,,,,,,
4.70E-57,1.837496881,0.538,0.012,8,Slco2a1,,,,,,,,,
2.39E-40,1.821623567,0.762,0.146,8,Tm4sf1,,,,,,,,,
1.48E-42,1.813702619,0.625,0.082,8,Ndrg1,,,,,,,,,
